,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor
YDR089W,4.50E-05,3.40E-05,6.14E-05,5.87E-05,5.86E-05,3.45E-05,4.48E-05,3.57E-05
YDR097C,0.00012544,0.000218264,0.0001969,0.000122724,9.75E-05,0.000365885,6.14E-05,8.44E-05
YDR098C,4.94E-05,5.56E-05,5.84E-05,3.92E-05,1.76E-05,3.48E-05,4.04E-05,3.63E-05
YDR099W,0.000253445,0.000190661,0.000207711,0.000275104,0.000258106,0.000216344,0.000270102,0.000288504
YDR101C,0.000404768,0.000402175,0.000402693,0.000448617,0.00041796,0.000429893,0.000386007,0.000421859
YDR116C,3.88E-05,4.83E-05,3.66E-05,4.11E-05,3.49E-05,4.23E-05,3.98E-05,4.04E-05
YDR117C,6.17E-05,6.20E-05,5.21E-05,5.33E-05,2.96E-05,2.29E-05,2.34E-05,2.52E-05
YDR119W,0.000101455,0.000105933,8.89E-05,9.42E-05,6.54E-05,7.32E-05,5.83E-05,5.60E-05
YDR120C,0.000224538,0.00022304,0.000193069,0.000191563,0.000184996,0.000164955,0.000152456,0.00015246
YDR127W,0.001055564,0.001161481,0.00122385,0.001240056,0.001076564,0.001156428,0.001515147,0.001624379
YDR129C,0.00057242,0.00062226,0.00054973,0.000543123,0.000532913,0.000537253,0.00044426,0.00049091
YDR135C,0.000152672,0.000150751,0.000147417,0.000122372,0.000130753,0.000124061,0.00015106,0.000153519
YDR141C,9.83E-05,9.87E-05,6.50E-05,9.23E-05,3.84E-05,5.30E-05,6.03E-05,4.22E-05
YDR145W,3.77E-05,3.53E-05,3.26E-05,2.58E-05,1.75E-05,1.37E-05,1.77E-05,1.81E-05
YDR148C,0.000158361,0.000155886,0.000125329,0.000123169,0.000130373,0.000141621,0.00011521,0.000128602
YDR152W,8.04E-05,7.38E-05,6.29E-05,6.15E-05,4.88E-05,4.99E-05,3.36E-05,3.36E-05
YDR153C,3.61E-05,4.00E-05,4.21E-05,3.73E-05,3.80E-05,4.24E-05,3.39E-05,3.15E-05
YDR155C,0.001236988,0.001363876,0.00160591,0.001574763,0.000911009,0.000764063,0.001553412,0.001274032
YDR158W,0.001817163,0.00190979,0.002112777,0.002290467,0.001825636,0.001915096,0.002549296,0.002349743
YDR161W,6.42E-05,5.45E-05,5.54E-05,5.95E-05,4.05E-05,4.55E-05,3.20E-05,4.37E-05
YDR164C,3.79E-05,2.88E-05,2.88E-05,3.18E-05,2.91E-05,2.60E-05,1.45E-05,2.41E-05
YDR165W,0.000183196,0.00019676,0.000162696,0.000174824,0.000121737,0.000131102,8.88E-05,0.00010329
YDR168W,0.000185206,0.000172739,0.000148453,0.000152133,0.000140773,0.000145858,0.000129118,0.000130079
YDR170C,0.000142261,0.000138338,0.000137138,0.000137232,0.000122208,0.000120673,9.10E-05,0.000102443
YDR172W,0.000808042,0.000876641,0.000760485,0.000750728,0.000681196,0.000729037,0.000580465,0.000587597
YDR174W,0.000184961,0.000152422,0.000157176,0.000137713,0.000107115,0.000110115,8.71E-05,9.04E-05
YDR177W,0.00017971,0.000193652,0.000207326,0.000181782,0.000192466,0.000201411,0.000186435,0.000174926
YDR188W,0.000745153,0.000782191,0.000684419,0.000665647,0.0005861,0.000578431,0.000510378,0.000500251
YDR189W,0.000533879,0.000504075,0.000445612,0.000457607,0.000311261,0.000352289,0.000263274,0.000292474
YDR190C,0.000465185,0.000474782,0.000438804,0.000446561,0.000375296,0.000392804,0.000309864,0.000329043
YDR194C,0.0001792,0.000195161,0.000183158,0.000176735,0.000187828,0.000197327,0.000154931,0.000185331
YDR211W,0.000313292,0.000350943,0.000330588,0.000304846,0.000228305,0.000216567,0.000170153,0.000189893
YDR212W,0.000712507,0.000778225,0.000718531,0.000712416,0.000622851,0.000601688,0.000480684,0.000499397
YDR214W,0.001044897,0.000870084,0.00083995,0.000737852,0.000607671,0.000531517,0.000361158,0.000416317
YDR224C,0.001134041,0.001377254,0.001251189,0.001500639,0.001190556,0.001322333,0.000984665,0.001035616
YDR225W,0.000902342,0.000965485,0.000953049,0.001109541,0.001062744,0.00098394,0.000908189,0.000872853
YDR226W,0.000418659,0.000317263,0.000734008,0.00049594,0.000473748,0.000362625,0.000642924,0.000614457
YDR233C,0.000655241,0.000636633,0.000650431,0.000670282,0.000658394,0.000662866,0.000638011,0.000712921
YDR234W,0.000855058,0.000790052,0.000934086,0.000921612,0.000938912,0.000957027,0.001021746,0.000956017
YDR238C,0.000466258,0.000506036,0.00043369,0.000408263,0.000389669,0.000429377,0.000319991,0.000358748
YDR245W,5.18E-05,5.86E-05,5.46E-05,5.10E-05,4.42E-05,4.65E-05,3.95E-05,4.49E-05
YDR257C,7.04E-05,7.47E-05,5.29E-05,6.15E-05,3.96E-05,2.83E-05,1.85E-05,3.89E-05
YDR258C,0.000817009,0.000705036,0.000573813,0.000558391,0.000373332,0.000342314,0.000310451,0.000293419
YDR264C,8.39E-05,9.64E-05,7.34E-05,7.18E-05,5.14E-05,5.76E-05,5.47E-05,5.40E-05
YDR272W,8.93E-05,8.79E-05,7.08E-05,6.78E-05,5.86E-05,5.94E-05,4.74E-05,4.57E-05
YDR280W,8.10E-05,7.28E-05,6.49E-05,5.68E-05,3.16E-05,4.08E-05,2.44E-05,4.04E-05
YDR292C,8.49E-05,8.92E-05,8.08E-05,8.86E-05,6.13E-05,7.91E-05,4.89E-05,5.69E-05
YDR293C,0.000217547,0.000224048,0.000183567,0.000185724,0.000144875,0.000162499,0.000140422,0.000137729
YDR298C,0.000504925,0.000531341,0.000456342,0.000414309,0.000420845,0.000420284,0.000377615,0.000461524
YDR299W,0.000150144,0.000146682,0.000142488,0.000141239,0.00012104,0.000133153,9.34E-05,9.86E-05
YDR300C,0.000161145,0.000156449,0.000145164,0.000145643,0.000122288,0.000121055,8.45E-05,9.74E-05
YDR304C,0.00016328,0.000184216,0.000155595,0.000138087,0.000130951,0.000126702,0.000130319,0.000106655
YDR321W,0.000151986,0.000158586,0.000170372,0.000157395,0.000158386,0.000151025,0.000151163,0.000166767
YDR322W,3.57E-05,3.42E-05,3.30E-05,3.32E-05,2.75E-05,2.90E-05,3.04E-05,2.82E-05
YDR324C,0.000262619,0.000294692,0.000266908,0.000244722,0.00020834,0.000216787,0.000128648,0.000188014
YDR328C,7.31E-05,7.65E-05,5.77E-05,6.12E-05,5.84E-05,5.62E-05,6.27E-05,5.66E-05
YDR333C,5.50E-05,6.40E-05,4.43E-05,4.76E-05,2.17E-05,2.84E-05,1.04E-05,1.11E-05
YDR335W,6.29E-05,6.82E-05,5.83E-05,4.23E-05,3.08E-05,2.16E-05,1.59E-05,2.31E-05
YDR341C,0.00120195,0.001241501,0.001142005,0.001131912,0.001020418,0.001043699,0.000951967,0.000954213
YDR345C,0.00024011,0.000235851,0.000303688,0.000309328,0.000372969,0.000402677,0.000513405,0.000559175
YDR346C,0.000128381,0.000147921,0.000139255,0.000136241,0.00012556,0.000146434,0.000130436,0.000140782
YDR347W,4.90E-05,5.39E-05,4.55E-05,4.97E-05,4.08E-05,4.62E-05,3.96E-05,3.97E-05
YDR353W,0.000602336,0.000608488,0.000619099,0.000657684,0.000695511,0.00067628,0.000728328,0.000628326
YDR354W,9.14E-05,9.40E-05,9.75E-05,8.63E-05,7.33E-05,6.57E-05,7.95E-05,7.57E-05
YDR361C,6.52E-05,6.87E-05,6.59E-05,6.27E-05,5.70E-05,5.45E-05,5.32E-05,5.91E-05
YDR365C,8.94E-05,8.64E-05,8.33E-05,7.95E-05,6.66E-05,6.11E-05,4.87E-05,4.57E-05
YDR368W,0.000163388,0.000152026,0.00021921,0.000171934,0.000174714,0.000177821,0.000164027,0.000138135
YDR372C,7.39E-05,7.07E-05,5.74E-05,6.43E-05,4.93E-05,5.42E-05,4.40E-05,5.89E-05
YDR378C,5.14E-05,5.19E-05,5.59E-05,4.87E-05,4.93E-05,4.41E-05,3.79E-05,4.46E-05
YDR381W,0.000638592,0.000624415,0.000554812,0.000671766,0.000686822,0.000624399,0.000704388,0.000526811
YDR382W,0.002906545,0.00312893,0.003299274,0.00356467,0.003374575,0.00396406,0.0028725,0.002952962
YDR390C,6.84E-05,7.84E-05,5.51E-05,6.44E-05,2.92E-05,2.75E-05,1.38E-05,2.37E-05
YDR394W,0.000357055,0.000363924,0.000328023,0.000329585,0.000254074,0.000276369,0.000212359,0.000219871
YDR395W,0.000188093,0.000183488,0.000160241,0.000178855,0.000135674,0.000138507,0.000106645,0.000117208
YDR398W,5.75E-05,8.33E-05,7.33E-05,7.32E-05,6.32E-05,5.82E-05,5.81E-05,4.52E-05
YDR399W,0.000244249,0.000317726,0.000397596,0.000322743,0.000353668,0.000356933,0.000423942,0.000364962
YDR404C,3.96E-05,4.46E-05,4.42E-05,4.26E-05,4.41E-05,3.84E-05,3.48E-05,3.68E-05
YDR411C,2.74E-05,3.62E-05,2.88E-05,2.40E-05,1.92E-05,2.07E-05,2.01E-05,2.02E-05
YDR427W,0.000623677,0.000687335,0.000596416,0.000540195,0.000370824,0.000400739,0.000265133,0.000279215
YDR429C,0.000424813,0.000421077,0.000392093,0.000375826,0.000337772,0.000368676,0.000261099,0.000297672
YDR430C,6.26E-05,7.33E-05,7.80E-05,7.41E-05,5.40E-05,8.34E-05,2.56E-05,6.40E-05
YDR432W,0.000577379,0.000518124,0.000509101,0.000556241,0.000444277,0.000401992,0.000386803,0.000381534
YDR434W,2.29E-05,2.72E-05,2.54E-05,2.10E-05,2.10E-05,2.31E-05,2.11E-05,2.28E-05
YDR449C,8.37E-05,9.37E-05,7.26E-05,7.26E-05,5.61E-05,6.35E-05,4.14E-05,4.65E-05
YDR452W,1.44E-05,1.30E-05,1.20E-05,1.34E-05,1.14E-05,1.41E-05,1.24E-05,1.44E-05
YDR454C,0.000247452,0.000236506,0.000376029,0.000265362,0.000179793,0.000152632,0.000221358,0.000180292
YDR457W,7.51E-05,9.53E-05,6.68E-05,6.38E-05,4.56E-05,4.05E-05,1.67E-05,2.95E-05
YDR472W,2.90E-05,2.65E-05,2.87E-05,2.90E-05,2.23E-05,2.40E-05,1.86E-05,2.08E-05
YDR477W,0.000105797,0.000100903,9.48E-05,9.81E-05,8.41E-05,7.77E-05,6.71E-05,7.52E-05
YDR481C,9.86E-05,0.000102527,7.34E-05,7.93E-05,6.21E-05,6.61E-05,8.41E-05,7.86E-05
YDR483W,8.14E-05,8.84E-05,0.000101102,8.67E-05,8.79E-05,8.77E-05,8.15E-05,8.85E-05
YDR487C,8.74E-05,8.28E-05,0.000100989,9.99992E-05,7.96E-05,8.05E-05,0.00011162,9.61E-05
YDR493W,1.84E-05,1.87E-05,1.30E-05,1.79E-05,1.71E-05,2.16E-05,2.00E-05,1.93E-05
YDR496C,0.000200229,0.000179832,0.000187069,0.000190682,0.000152415,0.000139932,8.93E-05,0.000113241
YDR502C,0.001910437,0.001963433,0.002375948,0.002131642,0.002838513,0.002963364,0.003051112,0.003127027
YDR507C,7.49E-05,7.99E-05,7.79E-05,6.98E-05,6.58E-05,6.23E-05,3.73E-05,4.71E-05
YDR516C,3.56E-05,1.93E-05,1.10E-05,1.41E-05,9.19E-06,1.36E-05,1.53E-05,1.58E-05
YDR517W,3.47E-05,3.69E-05,3.40E-05,2.78E-05,2.45E-05,1.73E-05,2.29E-05,2.46E-05
YDR527W,1.94E-05,2.20E-05,2.58E-05,2.00E-05,1.69E-05,1.61E-05,1.28E-05,2.11E-05
YDR529C,0.000295713,0.000295262,0.000240836,0.000229074,0.000180484,0.000212659,0.000171242,0.000177357
YDR531W,4.23E-05,6.55E-05,5.47E-05,4.58E-05,2.64E-05,3.56E-05,2.40E-05,2.50E-05
YDR533C,5.60E-05,6.67E-05,7.05E-05,6.36E-05,6.60E-05,7.20E-05,8.65E-05,8.41E-05
YEL002C,0.000133526,0.000144649,0.000134376,0.000118885,0.000121363,0.000123653,0.000106324,0.000106316
YEL013W,0.000228753,0.000231439,0.000202359,0.000210195,0.000163363,0.000154815,0.000107645,0.000132567
YEL015W,9.64E-05,8.83E-05,7.29E-05,7.42E-05,5.51E-05,4.82E-05,4.29E-05,4.25E-05
YEL020W-A,0.000121066,0.000126848,0.000156308,0.000147513,0.000148581,0.000158706,0.000105631,0.000147405
YEL021W,0.000117597,0.00012696,0.000133138,0.000127673,0.000124891,0.000136379,0.000104994,0.000120233
YEL022W,3.45E-05,3.94E-05,3.70E-05,3.85E-05,3.06E-05,2.52E-05,2.00E-05,2.27E-05
YEL024W,0.000415105,0.000418743,0.000329117,0.000339834,0.000280277,0.000308244,0.000254878,0.000258487
YEL026W,0.000245955,0.000300061,0.000276467,0.000296586,0.000258026,0.000319944,0.00018421,0.00031693
YEL031W,0.000605465,0.000608888,0.000573742,0.000565109,0.000525896,0.000541534,0.000578991,0.000558664
YEL032W,0.000193285,0.000202147,0.000182725,0.000202686,0.000166719,0.000173205,9.68E-05,0.000144691
YEL034W,0.00334915,0.003021725,0.003578376,0.00342472,0.003971636,0.004414623,0.004314466,0.00500899
YEL037C,0.000274916,0.000269733,0.000280177,0.000275909,0.000294419,0.000290932,0.000278386,0.000298844
YEL040W,0.000111042,0.000114919,0.00014563,0.00015243,0.000151461,0.000146308,0.000148371,0.000153475
YEL042W,7.12E-05,8.00E-05,9.35E-05,8.82E-05,9.88E-05,0.00010158,0.000103244,0.000117789
YEL046C,0.000296643,0.000336983,0.000291748,0.000299199,0.000203256,0.000231656,0.000220128,0.000232275
YEL047C,0.000109181,0.000105389,0.000115815,0.00011078,0.000113632,0.000118748,9.95E-05,0.000100808
YEL050C,2.52E-05,2.63E-05,3.03E-05,2.61E-05,3.10E-05,2.88E-05,3.04E-05,2.81E-05
YEL051W,0.000103485,9.19E-05,9.47E-05,9.92E-05,9.72E-05,0.000106598,9.56E-05,9.07E-05
YEL054C,0.005259287,0.005260983,0.005248065,0.005306804,0.005125417,0.004736451,0.004374044,0.004486965
YEL055C,0.000107283,9.55E-05,0.000100131,9.67E-05,8.18E-05,7.33E-05,6.53E-05,6.53E-05
YEL056W,4.49E-05,4.32E-05,3.95E-05,3.58E-05,3.01E-05,2.45E-05,1.70E-05,2.14E-05
YEL058W,0.00023419,0.000240261,0.000205027,0.000189681,0.000151088,0.000143521,0.000107598,0.000129799
YEL060C,0.000135315,0.000148645,9.77E-05,9.67E-05,6.85711E-05,9.80E-05,7.63E-05,8.48E-05
YEL071W,0.002982533,0.003331165,0.002838865,0.00295273,0.003073039,0.00316579,0.003912911,0.003635885
YER003C,0.000273304,0.000257214,0.000311068,0.000307467,0.000346193,0.000339047,0.000333933,0.000302487
YER004W,0.00031112,0.000338293,0.000290241,0.000264921,0.000215756,0.000257691,0.000206555,0.000213595
YER006W,0.000228152,0.000231645,0.000254404,0.000234025,0.000229188,0.000240223,0.000217097,0.000210528
YER007C-A,0.000105844,0.000105727,9.43E-05,9.79E-05,8.23E-05,9.45E-05,7.14E-05,8.40E-05
YER009W,0.000252645,0.000259111,0.000258072,0.00020994,0.000130347,0.000115997,0.000156045,0.000175314
YER012W,0.000272993,0.000273954,0.000230735,0.00022122,0.000176819,0.000193145,0.00016614,0.000149935
YER016W,2.23E-05,3.28E-05,2.42E-05,2.17E-05,1.41E-05,1.80E-05,5.61E-06,1.52E-05
YER019W,2.97E-05,2.77E-05,2.41E-05,2.92E-05,1.80E-05,1.95E-05,1.50E-05,1.87E-05
YER021W,0.00056043,0.000550034,0.000466069,0.000452955,0.000368103,0.000358364,0.000224774,0.000280207
YER023W,0.000288887,0.000336172,0.000317936,0.000324454,0.000337675,0.000348097,0.000307247,0.000328237
YER025W,0.00146144,0.001417015,0.001323925,0.001265279,0.001150215,0.00113376,0.000900009,0.001139035
YER026C,3.33E-05,3.99E-05,6.77E-05,5.56E-05,5.97E-05,6.69E-05,5.00E-05,6.10E-05
YER029C,3.21E-05,3.88E-05,2.73E-05,2.93E-05,1.86E-05,1.81E-05,1.03E-05,2.02E-05
YER031C,3.58E-05,3.83E-05,3.65E-05,3.40E-05,3.51E-05,3.61E-05,2.71E-05,4.02E-05
YER036C,0.000810253,0.000816697,0.000810998,0.000872259,0.000834805,0.000828205,0.000682336,0.000704996
YER042W,0.000184699,0.000160168,0.00023562,0.000182024,0.000100246,8.39E-05,7.20E-05,8.75E-05
YER043C,0.003619549,0.003397565,0.003807027,0.003960019,0.005757902,0.005716205,0.007497152,0.007115152
YER048C,0.00010563,0.00011092,0.000102913,9.75E-05,8.67E-05,9.64E-05,8.34E-05,7.85E-05
YER049W,0.000314845,0.000298567,0.000323094,0.000290543,0.000310997,0.000295496,0.000301775,0.00032517
YER052C,0.000668623,0.00080394,0.000827291,0.000824435,0.000617801,0.000688786,0.0007479,0.000826245
YER055C,0.001863834,0.001791182,0.001850861,0.001865877,0.001352336,0.001391851,0.00129578,0.001353408
YER057C,8.42E-05,8.04E-05,0.000110637,6.72E-05,9.19E-05,0.000117491,9.16E-05,0.000125211
YER061C,4.98E-05,4.78E-05,5.32E-05,4.90E-05,2.83E-05,2.98E-05,2.25E-05,2.29E-05
YER062C,0.000115076,4.66E-05,7.95E-05,3.33E-05,2.06E-05,9.93E-06,5.01E-06,2.28E-05
YER063W,7.52E-05,7.21E-05,8.45E-05,0.000115836,0.000101331,0.000101017,0.000113331,9.75E-05
YER069W,0.000763162,0.000825747,0.001103048,0.001062964,0.001158216,0.001140024,0.001343359,0.001374379
YER070W,0.000235462,0.000267047,0.00027638,0.000269109,0.000277391,0.000269361,0.000216155,0.000234119
YER073W,0.000368162,0.000361783,0.000456169,0.000469506,0.000490917,0.000494504,0.000528245,0.000529446
YER080W,7.04E-05,6.70E-05,6.89E-05,5.81E-05,6.39E-05,6.78E-05,6.66E-05,7.40E-05
YER081W,0.000163447,0.000192966,0.000214499,0.000202537,0.000341554,0.000352508,0.00042653,0.000477228
YER082C,9.08E-05,9.69E-05,9.01E-05,9.11E-05,8.67E-05,8.02E-05,6.99E-05,6.155E-05
YER086W,0.000629909,0.000664017,0.000644142,0.000671674,0.000609868,0.000666783,0.000691666,0.000756916
YER089C,8.05E-05,7.44E-05,7.20E-05,6.77E-05,5.92E-05,7.70E-05,7.54E-05,8.20E-05
YER090W,0.000536235,0.000518679,0.000518717,0.000502355,0.000429006,0.0004699,0.000454243,0.00049204
YER091C,0.015677105,0.015383042,0.0175863,0.01862786,0.025253255,0.025695346,0.03062672,0.028993739
YER094C,0.000231073,0.000220585,0.000180417,0.000205313,0.000151208,0.00015919,0.000133526,0.000114795
YER099C,4.49E-05,4.30E-05,3.93E-05,4.10E-05,3.06E-05,3.18E-05,2.33E-05,2.20E-05
YER102W,0.005031059,0.004907394,0.005252847,0.005744607,0.004815997,0.005597047,0.00550846,0.004494794
YER103W,0.000624503,0.000573907,0.000654508,0.000678905,0.000653271,0.000686878,0.000587749,0.000622962
YER105C,0.000117941,0.000111312,0.000101564,9.55E-05,8.24E-05,7.71E-05,4.60E-05,6.74E-05
YER107C,3.77E-05,4.01E-05,3.65E-05,3.63E-05,2.59E-05,3.13E-05,2.60E-05,2.25E-05
YER110C,0.000807275,0.000859682,0.000870625,0.000840856,0.001000995,0.00100488,0.001086666,0.001125346
YER117W,0.004200457,0.004384779,0.00375734,0.003550687,0.003516261,0.003781917,0.003524483,0.003040369
YER120W,0.00066573,0.00067943,0.000646771,0.000615699,0.000534842,0.000521078,0.000469757,0.000437035
YER125W,0.000285139,0.00027116,0.000231129,0.000247621,0.00020036,0.000202695,0.000178756,0.000178462
YER126C,6.93E-05,7.10E-05,7.38E-05,5.84E-05,6.90E-05,6.88E-05,5.51E-05,5.62E-05
YER133W,0.000359176,0.000340316,0.000295897,0.000265826,0.000254911,0.000258166,0.000222507,0.00025578
YER134C,5.10E-05,4.65E-05,4.63E-05,2.87E-05,2.74E-05,3.60E-05,2.17E-05,2.23E-05
YER136W,0.000242786,0.000249777,0.000218551,0.000220959,0.000213173,0.000212375,0.000171007,0.000172427
YER141W,5.79E-05,4.02E-05,3.74E-05,4.23E-05,2.55E-05,4.01E-05,3.94E-05,3.62E-05
YER143W,0.000110377,0.000110177,0.000103747,9.37E-05,8.05E-05,9.09E-05,6.12E-05,5.60E-05
YER151C,0.000121317,0.000105932,0.000102174,0.000103357,8.79E-05,9.15E-05,9.94E-05,9.42E-05
YER155C,9.71E-05,9.39E-05,8.47E-05,7.67E-05,6.38E-05,5.22E-05,3.41E-05,5.28E-05
YER156C,0.000272002,0.000295202,0.00026243,0.000269272,0.000248373,0.000251261,0.000248138,0.000232896
YER164W,4.10E-05,5.52E-05,4.91E-05,4.64E-05,4.49E-05,3.18E-05,3.06E-05,3.38E-05
YER165W,0.002309675,0.002543201,0.002367245,0.002141051,0.002408729,0.00246484,0.002610352,0.002853304
YER166W,1.12E-05,1.36E-05,1.70E-05,2.10E-05,2.15E-05,1.52E-05,1.15E-05,1.95E-05
YER168C,7.32E-05,5.73E-05,5.37E-05,6.32E-05,2.95E-05,4.03E-05,1.73E-05,2.43E-05
YER176W,6.79E-05,7.51E-05,5.18E-05,5.85E-05,3.85E-05,2.35E-05,1.91E-05,1.92E-05
YER177W,0.000966863,0.000821578,0.000950529,0.000942578,0.000947205,0.000905379,0.001004506,0.001049227
YER178W,0.000525722,0.000505044,0.000466191,0.00047922,0.000488433,0.000478549,0.000497711,0.000508113
YFL002C,5.61E-05,3.71E-05,3.70E-05,3.71E-05,3.04E-05,1.52E-05,9.80E-06,2.05E-05
YFL004W,0.000152941,0.000141297,0.000140588,0.000138147,0.000128116,0.000130587,9.90E-05,0.000116535
YFL005W,0.000211933,0.000246516,0.000238441,0.000212768,0.000205571,0.000231826,0.000218847,0.000224999
YFL016C,0.000230108,0.000221256,0.000185489,0.000183042,0.000129628,0.000144762,0.000119847,0.000107276
YFL018C,0.000720505,0.000775418,0.000640437,0.000652983,0.000609527,0.000621992,0.00075245,0.000763441
YFL022C,0.001010155,0.000962693,0.001000363,0.001018533,0.000996392,0.001006506,0.000956658,0.000983794
YFL028C,0.000133122,0.000141511,0.000105566,0.000112498,6.94E-05,8.02E-05,6.15E-05,6.43E-05
YFL034C-A,7.40E-05,7.10E-05,8.90E-05,8.89E-05,0.000172645,0.000182217,0.000190067,0.000189551
YFL037W,0.000517405,0.000555337,0.000517231,0.000469471,0.000455449,0.00043746,0.000467098,0.000480652
YFL038C,0.000436578,0.000427883,0.00038409,0.000396696,0.000325991,0.000341805,0.000313806,0.00031473
YFL039C,0.004140349,0.004622895,0.004599549,0.004320799,0.00465111,0.004842282,0.00508653,0.004810923
YFL041W,7.46E-05,6.58E-05,6.17E-05,5.51E-05,4.07E-05,4.52E-05,5.57E-05,3.65E-05
YFL045C,0.00019014,0.000231767,0.000323591,0.000273963,0.000406876,0.000431531,0.000539198,0.000530655
YFL048C,7.87E-05,7.95E-05,7.04E-05,6.13E-05,6.15E-05,3.85E-05,5.85E-05,5.62E-05
YFR001W,5.63E-05,6.01E-05,5.21E-05,4.68E-05,3.83E-05,4.29E-05,3.77E-05,2.67E-05
YFR002W,0.000113041,0.000116831,9.88E-05,0.000117091,8.39E-05,8.06E-05,6.45562E-05,6.98E-05
YFR004W,0.000380014,0.000389923,0.000353129,0.000355596,0.000261293,0.000283118,0.000204518,0.000197081
YFR006W,9.69E-05,9.64E-05,7.58E-05,6.27E-05,4.26E-05,4.19E-05,3.74E-05,4.19E-05
YFR009W,0.000214078,0.000220763,0.000210535,0.000206394,0.000193266,0.000193754,0.000145438,0.000173091
YFR010W,0.000352756,0.000338878,0.000279153,0.000262887,0.000203472,0.000206394,0.000131976,0.000164528
YFR024C-A,0.000111132,9.75E-05,0.000111397,0.000102437,9.84E-05,8.86E-05,7.09E-05,8.21E-05
YFR028C,5.57E-05,5.25E-05,4.05E-05,4.08E-05,2.99E-05,3.97E-05,3.04E-05,2.67E-05
YFR030W,0.00192177,0.002033642,0.002019779,0.002015649,0.002112328,0.002262662,0.002317978,0.002468086
YFR033C,7.67E-05,0.000103704,8.46E-05,0.000118302,9.30E-05,8.04E-05,6.58E-05,9.16E-05
YFR037C,0.000133106,0.000131272,0.000122598,0.000117882,9.32E-05,9.40E-05,7.61E-05,7.95E-05
YFR044C,0.00060037,0.000639891,0.000544697,0.000510814,0.000471779,0.000491738,0.000484526,0.000429682
YFR047C,7.88E-05,7.45E-05,7.25E-05,8.37E-05,8.18E-05,7.44E-05,8.97E-05,6.49E-05
YFR050C,0.000331649,0.000342802,0.000264489,0.000297168,0.00024268,0.000213942,0.000205889,0.000176686
YFR051C,0.000132851,0.000146598,0.000156899,0.000121349,0.000127875,0.000109836,0.000104524,0.000105614
YFR052W,0.000507237,0.000560425,0.00043952,0.000424196,0.000278001,0.000324778,0.000190706,0.000222795
YFR053C,8.07E-05,4.86E-05,1.96E-05,2.67E-05,2.44E-05,3.58E-05,9.79E-06,2.19E-06
YGL001C,0.000223867,0.000208445,0.000237041,0.000221139,0.000188834,0.000176515,0.00017144,0.000178364
YGL006W,2.28E-05,2.10E-05,1.84E-05,1.59E-05,1.72E-05,1.73E-05,1.23E-05,1.98E-05
YGL008C,0.011631833,0.011778255,0.010383821,0.010274831,0.010043295,0.0102676,0.011703934,0.011784441
YGL009C,0.001956011,0.001990806,0.002422616,0.002270673,0.002807066,0.002775877,0.002798794,0.003053907
YGL011C,0.000594068,0.000597119,0.000491281,0.000521833,0.000377804,0.000365699,0.000308303,0.000312298
YGL012W,6.34E-05,5.70E-05,5.11E-05,4.82E-05,4.82E-05,4.67E-05,5.89E-05,5.39E-05
YGL019W,5.39E-05,6.48E-05,3.77E-05,4.86E-05,2.49E-05,4.66E-05,3.33E-05,3.95E-05
YGL022W,7.64E-05,7.70E-05,7.53E-05,6.61E-05,6.45E-05,7.10E-05,7.79E-05,8.18E-05
YGL026C,0.001521123,0.001628359,0.001712459,0.001582157,0.001719307,0.001638586,0.001786893,0.001730001
YGL027C,6.72E-05,6.61E-05,5.50E-05,5.50E-05,4.96E-05,5.58E-05,5.63E-05,5.30E-05
YGL030W,0.002739626,0.002938013,0.002745735,0.002594472,0.002726668,0.00214929,0.002322513,0.002465335
YGL031C,0.000521291,0.000633126,0.000499957,0.000534001,0.000401188,0.000380017,0.000387669,0.000393685
YGL037C,0.000147794,0.000110488,8.59E-05,5.33E-05,5.37E-05,4.03E-05,3.24E-05,3.84E-05
YGL039W,1.80E-05,2.45E-05,2.25E-05,2.18E-05,1.39E-05,1.28E-05,9.12E-06,1.07E-05
YGL040C,0.000203111,0.00021343,0.000188526,0.000184752,0.00017628,0.000166159,0.000179775,0.000160296
YGL043W,0.000166132,0.000156333,0.000134301,0.000131902,9.63E-05,8.95E-05,6.80E-05,7.96E-05
YGL048C,0.000483478,0.000484902,0.000421655,0.000428533,0.000342219,0.000351649,0.000280453,0.000299846
YGL049C,6.28E-05,5.84E-05,5.79E-05,6.76E-05,6.03E-05,5.67E-05,5.97E-05,5.85E-05
YGL050W,2.61E-05,2.96E-05,2.62E-05,2.77E-05,2.35E-05,2.55E-05,1.66E-05,2.11E-05
YGL055W,0.000257594,0.000254307,0.000233673,0.000229369,0.000270808,0.000258931,0.000291861,0.000271489
YGL056C,0.000151729,0.000170407,0.000137134,0.000132776,0.000111013,0.0001102,8.50E-05,9.05E-05
YGL062W,0.003516549,0.003732699,0.002890891,0.003014754,0.002808716,0.002922924,0.00270003,0.002749627
